barcode;organism;atb_acronim;6h;8h;12h;18h;phenotypes
3015903347;E. faecalis;Norfloxacine;16;18;18;19;Quinolone wild-type
3015903347;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903348;E. faecalis;Ampicilline;14;14;16;19;beta-Lactamase wild-type
3015903348;E. faecalis;Gentamicine;13;12;12;18;non-highlevel resistance
3015903348;E. faecalis;Norfloxacine;18;18;21;21;Quinolone wild-type
3015903348;E. faecalis;Vancomycine;13;13;14;14;GP-wild-type
3015903349;E. faecalis;Ampicilline;15;16;17;18;beta-Lactamase wild-type
3015903349;E. faecalis;Gentamicine;15;15;15;15;non-highlevel resistance
3015903349;E. faecalis;Norfloxacine;19;20;20;21;Quinolone wild-type
3015903349;E. faecalis;Vancomycine;14;13;13;13;GP-wild-type
3015903350;E. faecalis;Ampicilline;14;15;16;17;beta-Lactamase wild-type
3015903350;E. faecalis;Gentamicine;18;19;19;19;non-highlevel resistance
3015903350;E. faecalis;Norfloxacine;19;20;20;20;Quinolone wild-type
3015903350;E. faecalis;Vancomycine;15;15;15;15;GP-wild-type
3015903351;E. faecalis;Ampicilline;15;16;16;17;beta-Lactamase wild-type
3015903351;E. faecalis;Gentamicine;16;15;15;15;non-highlevel resistance
3015903351;E. faecalis;Norfloxacine;18;18;18;18;Quinolone wild-type
3015903351;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903352;E. faecalis;Ampicilline;14;17;18;19;beta-Lactamase wild-type
3015903352;E. faecalis;Gentamicine;15;17;16;16;non-highlevel resistance
3015903352;E. faecalis;Norfloxacine;17;17;16;16;Quinolone wild-type
3015903352;E. faecalis;Vancomycine;15;15;15;15;GP-wild-type
3015903353;E. faecalis;Ampicilline;14;15;16;17;beta-Lactamase wild-type
3015903353;E. faecalis;Gentamicine;16;16;15;15;non-highlevel resistance
3015903353;E. faecalis;Norfloxacine;19;20;20;20;Quinolone wild-type
3015903353;E. faecalis;Vancomycine;12;13;13;12;GP-wild-type
3015903354;E. faecalis;Ampicilline;16;17;18;18;beta-Lactamase wild-type
3015903354;E. faecalis;Gentamicine;15;14;13;14;non-highlevel resistance
3015903354;E. faecalis;Norfloxacine;17;17;17;17;Quinolone wild-type
3015903354;E. faecalis;Vancomycine;14;13;13;13;GP-wild-type
3015903355;E. faecalis;Ampicilline;15;17;19;19;beta-Lactamase wild-type
3015903355;E. faecalis;Gentamicine;19;18;18;18;non-highlevel resistance
3015903355;E. faecalis;Norfloxacine;18;19;19;22;Quinolone wild-type
3015903355;E. faecalis;Vancomycine;13;12;12;12;GP-wild-type
3015903356;E. faecalis;Ampicilline;;17;21;23;beta-Lactamase wild-type
3015903356;E. faecalis;Gentamicine;;22;21;21;non-highlevel resistance
3015903356;E. faecalis;Norfloxacine;;18;18;19;Quinolone wild-type
3015903356;E. faecalis;Vancomycine;;14;15;14;GP-wild-type
3015903357;E. faecalis;Ampicilline;19;20;21;22;beta-Lactamase wild-type
3015903357;E. faecalis;Gentamicine;20;21;21;21;non-highlevel resistance
3015903357;E. faecalis;Norfloxacine;19;20;20;20;Quinolone wild-type
3015903357;E. faecalis;Vancomycine;14;14;14;13;GP-wild-type
3015903359;E. faecalis;Ampicilline;13;14;15;16;beta-Lactamase wild-type
3015903359;E. faecalis;Gentamicine;17;17;16;16;non-highlevel resistance
3015903359;E. faecalis;Norfloxacine;17;17;17;17;Quinolone wild-type
3015903359;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903360;E. faecalis;Ampicilline;15;16;16;18;beta-Lactamase wild-type
3015903360;E. faecalis;Gentamicine;17;16;16;16;non-highlevel resistance
3015903360;E. faecalis;Norfloxacine;17;17;17;18;Quinolone wild-type
3015903360;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903361;E. faecalis;Ampicilline;15;16;17;17;beta-Lactamase wild-type
3015903361;E. faecalis;Gentamicine;17;18;18;18;non-highlevel resistance
3015903361;E. faecalis;Norfloxacine;19;19;19;19;Quinolone wild-type
3015903361;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903362;E. faecalis;Ampicilline;17;18;19;20;beta-Lactamase wild-type
3015903362;E. faecalis;Gentamicine;17;17;17;17;non-highlevel resistance
3015903362;E. faecalis;Norfloxacine;18;19;19;20;Quinolone wild-type
3015903362;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903363;E. faecalis;Ampicilline;17;18;20;20;beta-Lactamase wild-type
3015903363;E. faecalis;Gentamicine;17;17;16;16;non-highlevel resistance
3015903363;E. faecalis;Norfloxacine;18;18;18;19;Quinolone wild-type
3015903363;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903364;E. faecalis;Ampicilline;17;18;19;20;beta-Lactamase wild-type
3015903364;E. faecalis;Gentamicine;16;15;15;15;non-highlevel resistance
3015903364;E. faecalis;Norfloxacine;17;17;18;19;Quinolone wild-type
3015903364;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903365;E. faecalis;Ampicilline;18;19;20;20;beta-Lactamase wild-type
3015903365;E. faecalis;Gentamicine;17;16;16;16;non-highlevel resistance
3015903365;E. faecalis;Norfloxacine;17;17;17;17;Quinolone wild-type
3015903365;E. faecalis;Vancomycine;13;13;14;13;GP-wild-type
3015903366;E. faecalis;Ampicilline;15;17;18;18;beta-Lactamase wild-type
3015903366;E. faecalis;Gentamicine;18;17;16;16;non-highlevel resistance
3015903366;E. faecalis;Norfloxacine;19;19;19;19;Quinolone wild-type
3015903366;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903367;E. faecalis;Ampicilline;;18;20;24;beta-Lactamase wild-type
3015903367;E. faecalis;Gentamicine;;20;24;28;non-highlevel resistance
3015903367;E. faecalis;Norfloxacine;;15;16;19;Quinolone wild-type
3015903367;E. faecalis;Vancomycine;;16;16;18;GP-wild-type
3015903368;E. faecalis;Ampicilline;16;18;18;18;beta-Lactamase wild-type
3015903368;E. faecalis;Gentamicine;17;17;16;16;non-highlevel resistance
3015903368;E. faecalis;Norfloxacine;19;19;20;19;Quinolone wild-type
3015903368;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903369;E. faecalis;Ampicilline;17;18;19;19;beta-Lactamase wild-type
3015903369;E. faecalis;Gentamicine;17;16;16;16;non-highlevel resistance
3015903369;E. faecalis;Norfloxacine;19;19;19;19;Quinolone wild-type
3015903369;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903370;E. faecalis;Ampicilline;15;17;18;18;beta-Lactamase wild-type
3015903370;E. faecalis;Gentamicine;16;17;17;15;non-highlevel resistance
3015903370;E. faecalis;Norfloxacine;19;20;19;19;Quinolone wild-type
3015903370;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903371;E. faecalis;Ampicilline;16;17;18;18;beta-Lactamase wild-type
3015903371;E. faecalis;Gentamicine;15;15;14;14;non-highlevel resistance
3015903371;E. faecalis;Norfloxacine;17;18;18;18;Quinolone wild-type
3015903371;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903372;E. faecalis;Ampicilline;16;18;19;19;beta-Lactamase wild-type
3015903372;E. faecalis;Gentamicine;15;14;14;14;non-highlevel resistance
3015903372;E. faecalis;Norfloxacine;15;15;15;15;Quinolone wild-type
3015903372;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903373;E. faecalis;Ampicilline;16;17;17;17;beta-Lactamase wild-type
3015903373;E. faecalis;Gentamicine;15;14;14;13;non-highlevel resistance
3015903373;E. faecalis;Norfloxacine;19;19;20;20;Quinolone wild-type
3015903373;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903374;E. faecalis;Ampicilline;17;18;19;19;beta-Lactamase wild-type
3015903374;E. faecalis;Gentamicine;18;17;17;16;non-highlevel resistance
3015903374;E. faecalis;Norfloxacine;17;18;19;19;Quinolone wild-type
3015903374;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903375;E. faecalis;Ampicilline;14;15;16;17;beta-Lactamase wild-type
3015903375;E. faecalis;Gentamicine;16;18;19;22;non-highlevel resistance
3015903375;E. faecalis;Norfloxacine;16;17;18;19;Quinolone wild-type
3015903375;E. faecalis;Vancomycine;13;14;14;15;GP-wild-type
3015903376;E. faecalis;Ampicilline;15;16;17;17;beta-Lactamase wild-type
3015903376;E. faecalis;Gentamicine;16;16;16;16;non-highlevel resistance
3015903376;E. faecalis;Norfloxacine;20;20;20;20;Quinolone wild-type
3015903376;E. faecalis;Vancomycine;14;14;14;13;GP-wild-type
3015903377;E. faecalis;Ampicilline;18;18;18;18;beta-Lactamase wild-type
3015903377;E. faecalis;Gentamicine;21;21;21;21;non-highlevel resistance
3015903377;E. faecalis;Norfloxacine;17;16;16;16;Quinolone wild-type
3015903377;E. faecalis;Vancomycine;14;13;13;13;GP-wild-type
3015903378;E. faecalis;Ampicilline;16;17;18;18;beta-Lactamase wild-type
3015903378;E. faecalis;Gentamicine;17;16;15;15;non-highlevel resistance
3015903378;E. faecalis;Norfloxacine;18;18;18;18;Quinolone wild-type
3015903378;E. faecalis;Vancomycine;12;12;12;12;GP-wild-type
3015903379;E. faecalis;Ampicilline;;;28;26;beta-Lactamase wild-type
3015903379;E. faecalis;Gentamicine;;;28;28;non-highlevel resistance
3015903379;E. faecalis;Norfloxacine;;;22;24;Quinolone wild-type
3015903379;E. faecalis;Vancomycine;;;16;15;GP-wild-type
3015903380;E. faecalis;Ampicilline;17;18;19;20;beta-Lactamase wild-type
3015903380;E. faecalis;Gentamicine;17;17;16;16;non-highlevel resistance
3015903380;E. faecalis;Norfloxacine;19;20;20;20;Quinolone wild-type
3015903380;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903381;E. faecalis;Ampicilline;17;17;18;18;beta-Lactamase wild-type
3015903381;E. faecalis;Gentamicine;15;15;15;15;non-highlevel resistance
3015903381;E. faecalis;Norfloxacine;17;17;17;17;Quinolone wild-type
3015903381;E. faecalis;Vancomycine;14;14;14;13;GP-wild-type
3015903382;E. faecalis;Ampicilline;18;20;21;23;beta-Lactamase wild-type
3015903382;E. faecalis;Gentamicine;20;20;19;19;non-highlevel resistance
3015903382;E. faecalis;Norfloxacine;17;17;18;18;Quinolone wild-type
3015903382;E. faecalis;Vancomycine;15;15;15;14;GP-wild-type
3015903383;E. faecalis;Ampicilline;16;18;19;20;beta-Lactamase wild-type
3015903383;E. faecalis;Gentamicine;16;15;15;14;non-highlevel resistance
3015903383;E. faecalis;Norfloxacine;17;18;17;17;Quinolone wild-type
3015903383;E. faecalis;Vancomycine;15;14;14;14;GP-wild-type
3015903384;E. faecalis;Ampicilline;17;18;18;19;beta-Lactamase wild-type
3015903384;E. faecalis;Gentamicine;11;9;6;6;highlevel resistance
3015903384;E. faecalis;Norfloxacine;20;21;21;21;Quinolone wild-type
3015903384;E. faecalis;Vancomycine;15;15;14;14;GP-wild-type
3015903385;E. faecalis;Ampicilline;17;18;20;20;beta-Lactamase wild-type
3015903385;E. faecalis;Gentamicine;16;16;15;15;non-highlevel resistance
3015903385;E. faecalis;Norfloxacine;18;18;18;18;Quinolone wild-type
3015903385;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903386;E. faecalis;Ampicilline;15;16;16;17;beta-Lactamase wild-type
3015903386;E. faecalis;Gentamicine;11;9;9;9;non-highlevel resistance
3015903386;E. faecalis;Norfloxacine;19;20;20;20;Quinolone wild-type
3015903386;E. faecalis;Vancomycine;14;14;14;13;GP-wild-type
3015903388;E. faecalis;Ampicilline;15;16;18;18;beta-Lactamase wild-type
3015903388;E. faecalis;Gentamicine;17;15;15;14;non-highlevel resistance
3015903388;E. faecalis;Norfloxacine;19;20;20;20;Quinolone wild-type
3015903388;E. faecalis;Vancomycine;13;13;12;12;GP-wild-type
3015903389;E. faecalis;Ampicilline;13;13;15;19;beta-Lactamase wild-type
3015903389;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903389;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903389;E. faecalis;Vancomycine;14;14;13;13;GP-wild-type
3015903390;E. faecalis;Ampicilline;15;15;16;17;beta-Lactamase wild-type
3015903390;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903390;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903390;E. faecalis;Vancomycine;14;13;13;13;GP-wild-type
3015903391;E. faecalis;Ampicilline;13;14;16;16;beta-Lactamase wild-type
3015903391;E. faecalis;Gentamicine;15;15;14;14;non-highlevel resistance
3015903391;E. faecalis;Norfloxacine;19;19;19;19;Quinolone wild-type
3015903391;E. faecalis;Vancomycine;14;14;13;13;GP-wild-type
3015903392;E. faecalis;Ampicilline;15;15;16;16;beta-Lactamase wild-type
3015903392;E. faecalis;Gentamicine;15;15;15;15;non-highlevel resistance
3015903392;E. faecalis;Norfloxacine;19;19;19;19;Quinolone wild-type
3015903392;E. faecalis;Vancomycine;12;12;12;12;GP-wild-type
3015903393;E. faecalis;Ampicilline;16;17;18;18;beta-Lactamase wild-type
3015903393;E. faecalis;Gentamicine;17;16;16;16;non-highlevel resistance
3015903393;E. faecalis;Norfloxacine;17;17;17;17;Quinolone wild-type
3015903393;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903395;E. faecalis;Ampicilline;15;16;17;17;beta-Lactamase wild-type
3015903395;E. faecalis;Gentamicine;17;17;16;16;non-highlevel resistance
3015903395;E. faecalis;Norfloxacine;18;18;18;18;Quinolone wild-type
3015903395;E. faecalis;Vancomycine;12;12;12;12;GP-wild-type
3015903396;E. faecalis;Ampicilline;6;6;6;6;beta-Lactamase-non-wild-type
3015903396;E. faecalis;Gentamicine;;9;6;6;highlevel resistance
3015903396;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903396;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903397;E. faecalis;Ampicilline;6;6;6;6;beta-Lactamase-non-wild-type
3015903397;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903397;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903397;E. faecalis;Vancomycine;6;6;6;6;Glycopeptide-non-wild-type
3015903398;E. faecalis;Ampicilline;16;16;17;17;beta-Lactamase wild-type
3015903398;E. faecalis;Gentamicine;17;16;15;15;non-highlevel resistance
3015903398;E. faecalis;Norfloxacine;18;17;17;17;Quinolone wild-type
3015903398;E. faecalis;Vancomycine;12;12;12;12;GP-wild-type
3015903399;E. faecalis;Ampicilline;16;17;18;18;beta-Lactamase wild-type
3015903399;E. faecalis;Gentamicine;9;6;6;6;highlevel resistance
3015903399;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903399;E. faecalis;Vancomycine;13;13;13;12;GP-wild-type
3015903400;E. faecalis;Ampicilline;17;18;20;19;beta-Lactamase wild-type
3015903400;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903400;E. faecalis;Norfloxacine;11;9;6;6;Quinolone-non-wild-type
3015903400;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903401;E. faecalis;Ampicilline;15;16;17;18;beta-Lactamase wild-type
3015903401;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903401;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903401;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903402;E. faecalis;Ampicilline;10;13;13;15;beta-Lactamase wild-type
3015903402;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903402;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903402;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903403;E. faecalis;Ampicilline;16;17;19;20;beta-Lactamase wild-type
3015903403;E. faecalis;Gentamicine;16;15;15;15;non-highlevel resistance
3015903403;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903403;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903404;E. faecalis;Ampicilline;14;19;20;21;beta-Lactamase wild-type
3015903404;E. faecalis;Gentamicine;17;19;19;19;non-highlevel resistance
3015903404;E. faecalis;Norfloxacine;8;9;6;6;Quinolone-non-wild-type
3015903404;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903405;E. faecalis;Ampicilline;15;16;17;18;beta-Lactamase wild-type
3015903405;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903405;E. faecalis;Norfloxacine;13;12;11;9;Quinolone-non-wild-type
3015903405;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903406;E. faecalis;Ampicilline;18;20;22;23;beta-Lactamase wild-type
3015903406;E. faecalis;Gentamicine;19;19;19;19;non-highlevel resistance
3015903406;E. faecalis;Norfloxacine;10;9;6;6;Quinolone-non-wild-type
3015903406;E. faecalis;Vancomycine;15;15;14;14;GP-wild-type
3015903407;E. faecalis;Ampicilline;18;21;22;23;beta-Lactamase wild-type
3015903407;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903407;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903407;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903408;E. faecalis;Ampicilline;13;15;16;17;beta-Lactamase wild-type
3015903408;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903408;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903408;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903409;E. faecalis;Ampicilline;17;19;21;22;beta-Lactamase wild-type
3015903409;E. faecalis;Gentamicine;20;19;19;19;non-highlevel resistance
3015903409;E. faecalis;Norfloxacine;9;8;6;6;Quinolone-non-wild-type
3015903409;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903410;E. faecalis;Ampicilline;16;17;18;19;beta-Lactamase wild-type
3015903410;E. faecalis;Gentamicine;15;15;14;15;non-highlevel resistance
3015903410;E. faecalis;Norfloxacine;10;9;6;6;Quinolone-non-wild-type
3015903410;E. faecalis;Vancomycine;14;14;14;13;GP-wild-type
3015903411;E. faecalis;Ampicilline;13;19;19;20;beta-Lactamase wild-type
3015903411;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903411;E. faecalis;Norfloxacine;9;10;6;6;Quinolone-non-wild-type
3015903411;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903412;E. faecalis;Ampicilline;16;16;17;18;beta-Lactamase wild-type
3015903412;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903412;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903412;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903413;E. faecalis;Ampicilline;16;17;18;18;beta-Lactamase wild-type
3015903413;E. faecalis;Gentamicine;16;16;15;15;non-highlevel resistance
3015903413;E. faecalis;Norfloxacine;19;20;20;20;Quinolone wild-type
3015903413;E. faecalis;Vancomycine;13;13;12;12;GP-wild-type
3015903414;E. faecalis;Ampicilline;15;17;17;18;beta-Lactamase wild-type
3015903414;E. faecalis;Gentamicine;9;6;6;6;highlevel resistance
3015903414;E. faecalis;Norfloxacine;19;19;19;19;Quinolone wild-type
3015903414;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903415;E. faecalis;Ampicilline;15;18;20;21;beta-Lactamase wild-type
3015903415;E. faecalis;Gentamicine;16;16;15;15;non-highlevel resistance
3015903415;E. faecalis;Norfloxacine;9;9;6;6;Quinolone-non-wild-type
3015903415;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903416;E. faecalis;Ampicilline;10;11;11;10;beta-Lactamase wild-type
3015903416;E. faecalis;Gentamicine;16;16;16;17;non-highlevel resistance
3015903416;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903416;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903417;E. faecalis;Ampicilline;;;;20;beta-Lactamase wild-type
3015903417;E. faecalis;Gentamicine;;;;23;non-highlevel resistance
3015903417;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903417;E. faecalis;Vancomycine;;;;18;GP-wild-type
3015903419;E. faecalis;Ampicilline;;;17;18;beta-Lactamase wild-type
3015903419;E. faecalis;Gentamicine;;;19;19;non-highlevel resistance
3015903419;E. faecalis;Norfloxacine;;;23;24;Quinolone wild-type
3015903419;E. faecalis;Vancomycine;;;15;6;Glycopeptide-non-wild-type
3015903420;E. faecalis;Ampicilline;16;17;19;19;beta-Lactamase wild-type
3015903420;E. faecalis;Gentamicine;15;15;15;15;non-highlevel resistance
3015903420;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903420;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903421;E. faecalis;Ampicilline;15;16;18;18;beta-Lactamase wild-type
3015903421;E. faecalis;Gentamicine;13;12;12;11;non-highlevel resistance
3015903421;E. faecalis;Norfloxacine;9;6;6;6;Quinolone-non-wild-type
3015903421;E. faecalis;Vancomycine;14;14;13;13;GP-wild-type
3015903422;E. faecalis;Ampicilline;12;13;15;16;beta-Lactamase wild-type
3015903422;E. faecalis;Gentamicine;9;9;6;6;highlevel resistance
3015903422;E. faecalis;Norfloxacine;9;6;6;6;Quinolone-non-wild-type
3015903422;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903423;E. faecalis;Ampicilline;10;12;13;14;beta-Lactamase wild-type
3015903423;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903423;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903423;E. faecalis;Vancomycine;14;13;13;14;GP-wild-type
3015903424;E. faecalis;Ampicilline;16;20;22;22;beta-Lactamase wild-type
3015903424;E. faecalis;Gentamicine;10;8;6;6;highlevel resistance
3015903424;E. faecalis;Norfloxacine;9;7;6;6;Quinolone-non-wild-type
3015903424;E. faecalis;Vancomycine;15;14;14;14;GP-wild-type
3015903425;E. faecalis;Ampicilline;13;14;15;16;beta-Lactamase wild-type
3015903425;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903425;E. faecalis;Norfloxacine;7;6;6;6;Quinolone-non-wild-type
3015903425;E. faecalis;Vancomycine;14;14;13;13;GP-wild-type
3015903426;E. faecalis;Ampicilline;18;18;19;19;beta-Lactamase wild-type
3015903426;E. faecalis;Gentamicine;16;15;15;15;non-highlevel resistance
3015903426;E. faecalis;Norfloxacine;18;18;18;18;Quinolone wild-type
3015903426;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903427;E. faecalis;Ampicilline;13;15;16;17;beta-Lactamase wild-type
3015903427;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903427;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903427;E. faecalis;Vancomycine;14;14;14;13;GP-wild-type
3015903428;E. faecalis;Ampicilline;15;16;18;18;beta-Lactamase wild-type
3015903428;E. faecalis;Gentamicine;14;15;14;14;non-highlevel resistance
3015903428;E. faecalis;Norfloxacine;8;6;6;6;Quinolone-non-wild-type
3015903428;E. faecalis;Vancomycine;14;14;13;13;GP-wild-type
3015903429;E. faecalis;Ampicilline;16;17;19;19;beta-Lactamase wild-type
3015903429;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903429;E. faecalis;Norfloxacine;9;6;6;6;Quinolone-non-wild-type
3015903429;E. faecalis;Vancomycine;14;14;14;13;GP-wild-type
3015903430;E. faecalis;Ampicilline;17;19;20;21;beta-Lactamase wild-type
3015903430;E. faecalis;Gentamicine;19;19;19;18;non-highlevel resistance
3015903430;E. faecalis;Norfloxacine;9;6;6;6;Quinolone-non-wild-type
3015903430;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903431;E. faecalis;Ampicilline;16;17;18;19;beta-Lactamase wild-type
3015903431;E. faecalis;Gentamicine;11;11;10;10;non-highlevel resistance
3015903431;E. faecalis;Norfloxacine;9;9;6;6;Quinolone-non-wild-type
3015903431;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903432;E. faecalis;Ampicilline;16;17;19;19;beta-Lactamase wild-type
3015903432;E. faecalis;Gentamicine;17;17;16;16;non-highlevel resistance
3015903432;E. faecalis;Norfloxacine;9;6;6;6;Quinolone-non-wild-type
3015903432;E. faecalis;Vancomycine;14;14;14;14;GP-wild-type
3015903433;E. faecalis;Ampicilline;14;15;17;18;beta-Lactamase wild-type
3015903433;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903433;E. faecalis;Norfloxacine;9;6;6;6;Quinolone-non-wild-type
3015903433;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903434;E. faecalis;Ampicilline;;20;23;26;beta-Lactamase wild-type
3015903434;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903434;E. faecalis;Norfloxacine;;9;6;6;Quinolone-non-wild-type
3015903434;E. faecalis;Vancomycine;;15;15;16;GP-wild-type
3015903435;E. faecalis;Ampicilline;15;17;18;18;beta-Lactamase wild-type
3015903435;E. faecalis;Gentamicine;14;13;12;12;non-highlevel resistance
3015903435;E. faecalis;Norfloxacine;9;9;6;6;Quinolone-non-wild-type
3015903435;E. faecalis;Vancomycine;13;13;13;13;GP-wild-type
3015903437;E. faecalis;Ampicilline;14;16;17;18;beta-Lactamase wild-type
3015903437;E. faecalis;Gentamicine;19;19;18;19;non-highlevel resistance
3015903437;E. faecalis;Norfloxacine;10;9;6;6;Quinolone-non-wild-type
3015903437;E. faecalis;Vancomycine;15;16;15;15;GP-wild-type
3015903438;E. faecalis;Ampicilline;13;15;16;16;beta-Lactamase wild-type
3015903438;E. faecalis;Gentamicine;6;6;6;6;highlevel resistance
3015903438;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903438;E. faecalis;Vancomycine;13;14;14;14;GP-wild-type
3015903439;E. faecalis;Ampicilline;15;17;19;20;beta-Lactamase wild-type
3015903439;E. faecalis;Gentamicine;16;15;15;15;non-highlevel resistance
3015903439;E. faecalis;Norfloxacine;9;6;6;6;Quinolone-non-wild-type
3015903439;E. faecalis;Vancomycine;14;14;14;13;GP-wild-type
3015903440;E. faecalis;Ampicilline;13;15;17;17;beta-Lactamase wild-type
3015903440;E. faecalis;Gentamicine;9;7;6;6;highlevel resistance
3015903440;E. faecalis;Norfloxacine;10;9;6;6;Quinolone-non-wild-type
3015903440;E. faecalis;Vancomycine;13;14;14;14;GP-wild-type
3015903441;E. faecalis;Ampicilline;18;20;21;22;beta-Lactamase wild-type
3015903441;E. faecalis;Gentamicine;9;8;6;6;highlevel resistance
3015903441;E. faecalis;Norfloxacine;10;9;6;6;Quinolone-non-wild-type
3015903441;E. faecalis;Vancomycine;14;14;14;13;GP-wild-type
3015903442;E. faecalis;Ampicilline;15;17;19;21;beta-Lactamase wild-type
3015903442;E. faecalis;Gentamicine;;9;6;6;highlevel resistance
3015903442;E. faecalis;Norfloxacine;6;6;6;6;Quinolone-non-wild-type
3015903442;E. faecalis;Vancomycine;14;14;14;13;GP-wild-type
3015903443;E. faecalis;Ampicilline;13;17;18;19;beta-Lactamase wild-type
3015903443;E. faecalis;Gentamicine;8;6;6;6;highlevel resistance
3015903443;E. faecalis;Norfloxacine;10;11;6;6;Quinolone-non-wild-type
3015903443;E. faecalis;Vancomycine;14;14;13;13;GP-wild-type
3015903444;E. faecalis;Ampicilline;15;16;18;18;beta-Lactamase wild-type
3015903444;E. faecalis;Gentamicine;15;16;15;15;non-highlevel resistance
3015903444;E. faecalis;Norfloxacine;9;6;6;6;Quinolone-non-wild-type
3015903444;E. faecalis;Vancomycine;12;13;13;13;GP-wild-type
