organism;checkin;antibiotic;diameter 6h;diameter 8h;diameter 12h;diameter 18h;phenotypes
Escherichia coli;2014269064;Meropenem;28.8296022987;30.011956403;30.5669160783;31.3665885799;";BSBL or other beta-lactamase"
Escherichia coli;2014269064;Minocyclin;16.5823105362;16.9791501253;16.4224111524;15.6960728252;";TET wild-type"
Escherichia coli;2014269064;Naladixic acid;6.4;6.4;6.4;6.4;";QL low level resistance"
Escherichia coli;2014269064;Norfloxacin;18.6624290502;20.6843801775;23.5451221748;25.0069175247;";QL low level resistance"
Escherichia coli;2014269064;Sulfameth./Trimethoprim;23.5480153614;25.3114052231;23.7618750382;22.4651942251;";SXT wild-type"
Escherichia coli;2014269064;Tetracycline;8.5998211745;6.4;6.4;6.4;";Efflux NOT tetB"
Escherichia coli;2014269064;Tigecycline;17.6102618426;18.5622082944;19.0913323985;19.2764696714;";TET wild-type"
Escherichia coli;2014269064;Tobramycin;17.4912832481;17.7342269342;18.1370111481;18.34;";AG wild-type"
Escherichia coli;2014269064;Piperacillin/Tazobactam;20.8787619955;21.8417676641;21.9384835813;22.1452159668;";BSBL or other beta-lactamase"
Escherichia coli;2014269114;Amoxicillin clavulanate;19.1065888986;19.3898914003;19.6315254003;20.019777571;";BL wild-type"
Escherichia coli;2014269114;Ampicillin;17.8060362087;17.8188917971;17.83;17.92;";BL wild-type"
Escherichia coli;2014269114;Ciprofloxacin;27.3207355442;28.3984965584;29.1242319634;29.4764822099;";QL wild-type"
Escherichia coli;2014269114;Gentamicin;18.5474091622;18.982901526;20.988038554;21.9271588288;";AG wild-type"
Escherichia coli;2014269114;Cefpodoxime;22.1612468312;22.6974432988;22.7768443856;22.8745007533;";BL wild-type"
Escherichia coli;2014269114;Ceftriaxone;27.2032570182;27.8795085575;28.0521351876;28.292581559;";BL wild-type"
Escherichia coli;2014269114;Cefuroxime;20.8820572316;21.2990074193;21.62;21.72;";BL wild-type"
Escherichia coli;2014269114;Cefepime;28.5977914004;29.5953561796;29.7833469648;29.9951096079;";BL wild-type"
Escherichia coli;2014269114;Cefoxitin;21.2937009893;22.7052309089;23.765346526;24.2585833149;";BL wild-type"
Escherichia coli;2014269114;Kanamycine;19.1911056973;19.6345364579;20.5858996524;21.4376312053;";AG wild-type"
Escherichia coli;2014269114;Levofloxacin;25.4296540032;26.5476021247;27.1421183692;27.329044004;";QL wild-type"
Escherichia coli;2014269114;Meropenem;28.2926718613;29.2222577966;29.600562805;30.211287175;";BL wild-type"
Escherichia coli;2014269114;Minocyclin;22.9876995206;22.8945940765;22.5914513567;22.3675169431;";TET wild-type"
Escherichia coli;2014269114;Naladixic acid;21.1846700537;22.2835855532;22.0565983885;21.9387058724;";QL wild-type"
Escherichia coli;2014269114;Norfloxacin;24.2911797816;25.1293622341;25.9679749847;26.0731424995;";QL wild-type"
Escherichia coli;2014269114;Sulfameth./Trimethoprim;25.2060834462;25.7274004919;26.68;26.88;";SXT wild-type"
Escherichia coli;2014269114;Tetracycline;23.0276347498;23.1147940677;23.5420975555;23.5378312496;";TET wild-type"
Escherichia coli;2014269114;Tigecycline;19.0906177805;19.5100681919;19.8093478158;19.9433023021;";TET wild-type"
Escherichia coli;2014269114;Tobramycin;18.1181220571;18.6592449549;19.7430165857;20.4772393671;";AG wild-type"
Escherichia coli;2014269114;Piperacillin/Tazobactam;22.3628959853;22.6678625993;22.87;22.91;";BL wild-type"
Escherichia coli;2014269128;Amoxicillin clavulanate;20.88047293;21.2860919927;21.5414277978;21.7107482568;";BL wild-type"
Escherichia coli;2014269128;Ampicillin;19.3112377409;19.5078575802;19.506213869;19.41;";BL wild-type"
Escherichia coli;2014269128;Ciprofloxacin;26.9181240054;27.7259728626;28.0969513385;28.1458014178;";QL wild-type"
Escherichia coli;2014269128;Gentamicin;18.4699045026;18.8794715313;19.1052365372;19.5146600415;";AG wild-type"
Escherichia coli;2014269128;Cefpodoxime;23.8303535058;24.2882208738;24.5701587221;24.5753952538;";BL wild-type"
Escherichia coli;2014269128;Ceftriaxone;27.7067836408;28.6478855943;29.2024101809;29.5746367385;";BL wild-type"
Escherichia coli;2014269128;Cefuroxime;21.6236891206;22.0237134365;22.154538889;22.24;";BL wild-type"
Escherichia coli;2014269128;Cefepime;28.8788172177;29.6652967874;30.3138752877;30.7990404736;";BL wild-type"
Escherichia coli;2014269128;Cefoxitin;22.7709846916;24.1763361802;24.9153975962;25.86839175;";BL wild-type"
Escherichia coli;2014269128;Kanamycine;19.0891242448;19.3163159304;19.3995280772;19.6342185363;";AG wild-type"
Escherichia coli;2014269128;Levofloxacin;25.4249080274;26.5025117949;26.741914771;26.8508285569;";QL wild-type"
Escherichia coli;2014269128;Meropenem;29.6902633885;30.646540671;30.8824714208;32.1925358694;";BL wild-type"
Escherichia coli;2014269128;Minocyclin;23.856687476;23.9618579549;23.6575835444;23.2300360268;";TET wild-type"
Escherichia coli;2014269128;Naladixic acid;21.1015575609;22.1366823894;22.3714346303;22.6970871575;";QL wild-type"
Escherichia coli;2014269128;Norfloxacin;24.0422127863;25.0316244872;25.4085910356;25.4186606617;";QL wild-type"
Escherichia coli;2014269128;Sulfameth./Trimethoprim;27.2896833039;27.5315530315;27.5669877117;27.78;";SXT wild-type"
Escherichia coli;2014269128;Tetracycline;23.6557388194;23.5300699089;23.2142500347;23.5127172211;";TET wild-type"
Escherichia coli;2014269128;Tigecycline;20.0400948589;20.7990528788;20.7661430291;20.5759367558;";TET wild-type"
Escherichia coli;2014269128;Tobramycin;18.1196739175;18.3534395098;18.4536475884;19.0798468135;";AG wild-type"
Escherichia coli;2014269128;Piperacillin/Tazobactam;23.3014339729;23.6127736919;23.7231614168;23.86;";BL wild-type"
Escherichia coli;2014269137;Amoxicillin clavulanate;17.39;17.69;18.02;18.22;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;Ampicillin;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;Ciprofloxacin;21.5090718018;22.488253656;23.3187292458;23.6268325232;";QL low level resistance"
Escherichia coli;2014269137;Gentamicin;18.6704293393;20.054841398;21.3069395584;21.205278566;";AG wild-type"
Escherichia coli;2014269137;Cefpodoxime;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;Ceftriaxone;10.65;10.1;7.27;6.35;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;Cefuroxime;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;Cefepime;16.24;16.01;15.69;15.61;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;Cefoxitin;20.99;23.04;23.97;24.17;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;Kanamycine;18.9784607766;19.4230805898;20.0406951391;20.4568744733;";AG wild-type"
Escherichia coli;2014269137;Levofloxacin;20.7846342916;21.7097754199;22.5663402797;22.8955106677;";QL low level resistance"
Escherichia coli;2014269137;Meropenem;28.57;30;30.74;31.02;";BSBL or other beta-lactamase"
Escherichia coli;2014269137;Minocyclin;23.0135720252;23.8644748587;21.7710861759;21.4642228539;";TET wild-type"
Escherichia coli;2014269137;Naladixic acid;6.5112;6.4;6.4;6.4;";QL low level resistance"
Escherichia coli;2014269137;Norfloxacin;19.9182132091;20.9820251234;21.4034007108;21.9360473678;";QL low level resistance"
Escherichia coli;2014269137;Sulfameth./Trimethoprim;6.4;6.4;6.4;6.4;";SXT multiple mechanisms"
Escherichia coli;2014269137;Tetracycline;9.5586495412;8.9207534677;6.4;6.4;";Efflux NOT tetB"
Escherichia coli;2014269137;Tigecycline;21.5097724808;23.090021512;22.9169813181;22.8848889055;";TET wild-type"
Escherichia coli;2014269137;Tobramycin;17.9226163881;18.5520900817;19.0731819782;18.8887768754;";AG wild-type"
Escherichia coli;2014269137;Piperacillin/Tazobactam;20.1386536633;20.8839901372;21.1163774434;21.2081677783;";BSBL or other beta-lactamase"
Escherichia coli;2014269152;Amoxicillin clavulanate;20.6917612131;21.427051155;21.6230156341;22.0292722395;";BL wild-type"
Escherichia coli;2014269152;Ampicillin;19.8418321553;20.2545972429;20.34;20.35;";BL wild-type"
Escherichia coli;2014269152;Ciprofloxacin;29.1280185813;30.3595995298;32.7675070233;31.2512153513;";QL wild-type"
Escherichia coli;2014269152;Gentamicin;19.1820051648;20.0227876594;20.9984907896;20.76;";AG wild-type"
Escherichia coli;2014269152;Cefpodoxime;24.2707862246;24.8937276908;25.2022553657;25.3178422212;";BL wild-type"
Escherichia coli;2014269152;Ceftriaxone;28.6165083393;29.8625508251;30.3612096783;30.5689202729;";BL wild-type"
Escherichia coli;2014269152;Cefuroxime;22.8054351474;23.2215093053;21.97;21.34;";BL wild-type"
Escherichia coli;2014269152;Cefepime;29.8858508797;31.0093909695;31.4796831694;31.7841634213;";BL wild-type"
Escherichia coli;2014269152;Cefoxitin;23.6486624669;25.2080805844;25.7518655959;26.3175953258;";BL wild-type"
Escherichia coli;2014269152;Kanamycine;20.1475832349;20.9758041183;21.5334971021;21.32;";AG wild-type"
Escherichia coli;2014269152;Levofloxacin;27.5637929767;28.7765832989;32.3267800587;29.5;";QL wild-type"
Escherichia coli;2014269152;Meropenem;29.8869041416;30.8284493995;31.2593166288;31.8506506456;";BL wild-type"
Escherichia coli;2014269152;Minocyclin;24.6092834748;24.9139593678;25.1061742778;24.7806403602;";TET wild-type"
Escherichia coli;2014269152;Naladixic acid;24.3843610635;26.3794154214;25.9781561696;25.75;";QL wild-type"
Escherichia coli;2014269152;Norfloxacin;26.4015604384;27.7438182936;31.6031792712;28.5548179539;";QL wild-type"
Escherichia coli;2014269152;Sulfameth./Trimethoprim;27.0791440705;28.7963416947;30.1;30.07;";SXT wild-type"
Escherichia coli;2014269152;Tetracycline;25.2177763487;25.2039211212;25.4452831462;25.2324192616;";TET wild-type"
Escherichia coli;2014269152;Tigecycline;21.1092012734;21.516185791;22.5779264304;22.6927749181;";TET wild-type"
Escherichia coli;2014269152;Tobramycin;18.964985686;19.5289651913;20.1412520481;19.62;";AG wild-type"
Escherichia coli;2014269152;Piperacillin/Tazobactam;24.4579644183;24.9046563197;25.02;25.12;";BL wild-type"
Escherichia coli;2014310151;Amoxicillin clavulanate;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2014310151;Ampicillin;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2014310151;Ciprofloxacin;8.712528744;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2014310151;Gentamicin;20.1342434447;20.5766085753;21.6042381526;22.3425931953;";AG wild-type"
Escherichia coli;2014310151;Cefpodoxime;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2014310151;Ceftriaxone;8.9179686415;8.7117593503;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2014310151;Cefuroxime;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2014310151;Cefepime;18.988163247;18.8691049618;18.6769574923;18.6440979054;";BSBL or other beta-lactamase"
Escherichia coli;2014310151;Cefoxitin;17.5920298626;19.0893083286;19.6318174311;17.3727245532;";BSBL or other beta-lactamase"
Escherichia coli;2014310151;Kanamycine;20.6753189159;20.9695300963;21.5240570454;21.9175261867;";AG wild-type"
Escherichia coli;2014310151;Levofloxacin;9.9851222858;9.1284142203;7.5044757205;6.4;";QL high level resistance"
Escherichia coli;2014310151;Meropenem;22.9872250199;22.4482905048;22.0699784691;21.5318285532;";BSBL or other beta-lactamase"
Escherichia coli;2014310151;Minocyclin;24.0838962185;23.9303877651;22.4620422711;21.6276162027;";TET wild-type"
Escherichia coli;2014310151;Naladixic acid;6.5112;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2014310151;Norfloxacin;6.3528;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2014310151;Tetracycline;23.8587654165;24.2898798576;23.4453563546;23.3340000277;";TET wild-type"
Escherichia coli;2014310151;Temocillin;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2014310151;Tigecycline;20.6838988572;21.4034037115;21.5304318966;21.496882932;";TET wild-type"
Escherichia coli;2014310151;Tobramycin;19.6071798816;19.9397050746;20.4593600078;20.656123396;";AG wild-type"
Escherichia coli;2014310151;Piperacillin/Tazobactam;12.3011180966;11.26;10.72;10.08;";BSBL or other beta-lactamase"
Escherichia coli;2014437736;Amoxicillin clavulanate;15.9;16.03;15.68;15.16;";ESBL"
Escherichia coli;2014437736;Ampicillin;6.4;6.4;6.4;6.4;";ESBL"
Escherichia coli;2014437736;Ciprofloxacin;6.5112;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2014437736;Gentamicin;18.4566923034;19.1930284476;20.3707091012;21.0743040778;";AG wild-type"
Escherichia coli;2014437736;Cefpodoxime;6.4;6.4;6.4;6.4;";ESBL"
Escherichia coli;2014437736;Ceftriaxone;9.34;8.71;6.4;6.4;";ESBL"
Escherichia coli;2014437736;Cefuroxime;6.4;6.4;6.4;6.4;";ESBL"
Escherichia coli;2014437736;Cefepime;15.49;14.95;14.54;14.52;";ESBL"
Escherichia coli;2014437736;Cefoxitin;21.07;22.57;23.61;24.16;";ESBL"
Escherichia coli;2014437736;Kanamycine;14.0047351582;13.7783154132;13.0577437622;9.4358489857;";ANT-4/AAC-6"
Escherichia coli;2014437736;Levofloxacin;10.3048813971;10.1963463342;9.8693301018;9.3386713356;";QL high level resistance"
Escherichia coli;2014437736;Meropenem;28.95;29.42;29.98;30.33;";ESBL"
Escherichia coli;2014437736;Minocyclin;24.7068790929;24.1935556736;23.4168407346;22.9824987629;";TET wild-type"
Escherichia coli;2014437736;Naladixic acid;6.4;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2014437736;Norfloxacin;8.7072103028;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2014437736;Sulfameth./Trimethoprim;26.484507524;26.8825917987;26.9064652147;26.815564179;";SXT wild-type"
Escherichia coli;2014437736;Tetracycline;24.4614065487;24.6071528758;24.1571288063;23.8631946405;";TET wild-type"
Escherichia coli;2014437736;Tigecycline;20.6569979529;21.2247216758;21.5399035388;21.5417396089;";TET wild-type"
Escherichia coli;2014437736;Tobramycin;12.3220917464;11.9993974567;11.5754651667;9.5617868523;";ANT-4/AAC-6"
Escherichia coli;2014437736;Piperacillin/Tazobactam;19.4987757955;19.2898713994;19.177058144;19.199023679;";ESBL"
Escherichia coli;2015250005;Amoxicillin clavulanate;14.7509758302;15.3970380555;15.1681351174;15.2671060019;";BSBL or other beta-lactamase"
Escherichia coli;2015250005;Ampicillin;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2015250005;Ciprofloxacin;6.5112;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2015250005;Gentamicin;18.8863378811;19.8324042898;20.2297908025;20.1637593833;";AG wild-type"
Escherichia coli;2015250005;Cefpodoxime;6.5112;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2015250005;Ceftriaxone;6.5112;6.5112;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2015250005;Cefuroxime;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2015250005;Cefepime;14.7428399562;14.3084352382;13.3615591541;12.092145799;";BSBL or other beta-lactamase"
Escherichia coli;2015250005;Cefoxitin;20.2593095112;22.3886022272;23.9557700785;19.24645101;";BSBL or other beta-lactamase"
Escherichia coli;2015250005;Kanamycine;18.0916100776;19.6277319783;19.8305167048;19.938315305;";AG wild-type"
Escherichia coli;2015250005;Levofloxacin;6.5112;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2015250005;Meropenem;27.8010836312;29.5657050871;30.0790759748;30.4731566817;";BSBL or other beta-lactamase"
Escherichia coli;2015250005;Minocyclin;18.6213406349;22.16941332;20.9680905159;19.7340759956;";TET wild-type"
Escherichia coli;2015250005;Naladixic acid;6.4;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2015250005;Norfloxacin;6.5112;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2015250005;Sulfameth./Trimethoprim;6.4;6.4;6.4;6.4;";SXT multiple mechanisms"
Escherichia coli;2015250005;Tetracycline;9.8994015819;10.4341619618;6.4;6.4;";Efflux NOT tetB"
Escherichia coli;2015250005;Tigecycline;19.8134418373;20.9015472152;21.0756481311;20.9702278771;";TET wild-type"
Escherichia coli;2015250005;Tobramycin;19.1038522085;19.1893873884;19.5211877971;19.5095347852;";AG wild-type"
Escherichia coli;2015250005;Piperacillin/Tazobactam;20.5553842361;20.5865090873;20.5765961747;20.6845709702;";BSBL or other beta-lactamase"
Escherichia coli;2015250011;Amoxicillin clavulanate;16.1801176181;16.4224389253;16.549918366;16.7709838833;";BSBL or other beta-lactamase"
Escherichia coli;2015250011;Ampicillin;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2015250011;Ciprofloxacin;26.6632791454;28.5464314294;29.3654034184;31.9851456548;";QL wild-type"
Escherichia coli;2015250011;Gentamicin;19.2777783793;20.143642873;20.6825751126;21.3290254167;";AG wild-type"
Escherichia coli;2015250011;Cefpodoxime;24.6928708244;25.2118858742;25.4080979124;25.6180593575;";BSBL or other beta-lactamase"
Escherichia coli;2015250011;Ceftriaxone;27.9437748253;28.7065136496;29.0422511337;29.5009954319;";BSBL or other beta-lactamase"
Escherichia coli;2015250011;Cefuroxime;21.9396829293;22.3418476016;22.67;22.89;";BSBL or other beta-lactamase"
Escherichia coli;2015250011;Cefepime;27.1246284681;27.6870488151;27.9747063508;28.5150680952;";BSBL or other beta-lactamase"
Escherichia coli;2015250011;Cefoxitin;23.7214716114;24.8054389965;24.9145038714;24.8131485404;";BSBL or other beta-lactamase"
Escherichia coli;2015250011;Kanamycine;19.4902642138;20.0275350229;20.3636788058;20.5875420151;";AG wild-type"
Escherichia coli;2015250011;Levofloxacin;25.8409476527;27.2768549094;29.2415899224;30.9082499237;";QL wild-type"
Escherichia coli;2015250011;Meropenem;30.8734794865;31.7979473645;31.2755856937;31.9424570097;";BSBL or other beta-lactamase"
Escherichia coli;2015250011;Minocyclin;24.2749517759;24.1737763521;23.6522734745;23.1002816984;";TET wild-type"
Escherichia coli;2015250011;Naladixic acid;23.5386942538;24.2881748716;25.942438864;25.7372348447;";QL wild-type"
Escherichia coli;2015250011;Norfloxacin;24.4971272146;25.7677060978;26.0527618093;26.8874182966;";QL wild-type"
Escherichia coli;2015250011;Sulfameth./Trimethoprim;25.4519295194;25.6624423378;25.66;25.43;";SXT wild-type"
Escherichia coli;2015250011;Tetracycline;23.7676946031;23.8701102776;23.7613514351;23.4481376446;";TET wild-type"
Escherichia coli;2015250011;Tigecycline;20.2422628973;20.5806753508;20.5448259432;20.9005673579;";TET wild-type"
Escherichia coli;2015250011;Tobramycin;18.0332618397;18.5507969521;18.7541644327;18.8827478267;";AG wild-type"
Escherichia coli;2015250011;Piperacillin/Tazobactam;18.2245843231;18.3231731917;18.45;18.66;";BSBL or other beta-lactamase"
Escherichia coli;2015250021;Amoxicillin clavulanate;17.5901639641;17.5933505764;16.9734328661;16.7666444911;";BSBL or other beta-lactamase"
Escherichia coli;2015250021;Ampicillin;8.5997817533;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2015250021;Ciprofloxacin;6.4;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2015250021;Gentamicin;18.1144466719;18.8582003431;19.8163872964;20.05;";AG wild-type"
Escherichia coli;2015250021;Cefpodoxime;23.8455778677;24.2585467423;24.2782559413;24.4852668937;";BSBL or other beta-lactamase"
Escherichia coli;2015250021;Ceftriaxone;27.2017646868;28.1181712121;28.4752809364;28.788614075;";BSBL or other beta-lactamase"
Escherichia coli;2015250021;Cefuroxime;22.142106878;22.5727077992;22.77;22.78;";BSBL or other beta-lactamase"
Escherichia coli;2015250021;Cefepime;27.6237172232;28.2928767264;28.4392914915;28.5136313205;";BSBL or other beta-lactamase"
Escherichia coli;2015250021;Cefoxitin;22.4801368198;24.2555785903;25.2204821947;25.9730804921;";BSBL or other beta-lactamase"
Escherichia coli;2015250021;Kanamycine;14.8494013877;14.5437299035;14.3244199318;12.78;";ANT-4/AAC-6"
Escherichia coli;2015250021;Levofloxacin;11.2431297087;10.9514044889;10.1987522326;9.1348100114;";QL high level resistance"
Escherichia coli;2015250021;Meropenem;30.2180874498;30.4313522627;30.9773132789;31.6901995749;";BSBL or other beta-lactamase"
Escherichia coli;2015250021;Minocyclin;25.2414106639;25.4145061835;23.7513138222;23.1184356791;";TET wild-type"
Escherichia coli;2015250021;Naladixic acid;6.5112;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2015250021;Norfloxacin;6.4;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2015250021;Sulfameth./Trimethoprim;26.2944787516;26.7965913797;26.86;26.73;";SXT wild-type"
Escherichia coli;2015250021;Tetracycline;24.5701258134;24.1735555116;23.8673271871;23.569908415;";TET wild-type"
Escherichia coli;2015250021;Tigecycline;20.4450886735;21.088879677;21.4186210525;21.4404381766;";TET wild-type"
Escherichia coli;2015250021;Tobramycin;12.5252984543;12.7287447954;12.4043056703;11.46;";ANT-4/AAC-6"
Escherichia coli;2015250021;Piperacillin/Tazobactam;21.1026388939;20.9716652536;20.79;20.76;";BSBL or other beta-lactamase"
Escherichia coli;2015250030;Amoxicillin clavulanate;19.6076289246;19.7114461375;20.1516320769;20.2369811138;";BSBL or other beta-lactamase"
Escherichia coli;2015250030;Ampicillin;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2015250030;Ciprofloxacin;28.5741300397;30.817844011;33.0741735007;35.52;";QL low level resistance"
Escherichia coli;2015250030;Gentamicin;19.0006686289;20.1611622489;21.41;22.04;";AG wild-type"
Escherichia coli;2015250030;Cefpodoxime;24.2837440219;24.6663385515;24.6698299764;24.8924200943;";BSBL or other beta-lactamase"
Escherichia coli;2015250030;Ceftriaxone;28.9657730477;29.5124038106;29.6538452743;30.5121908795;";BSBL or other beta-lactamase"
Escherichia coli;2015250030;Cefuroxime;22.7786260189;23.1872815482;23.2988418995;23.4;";BSBL or other beta-lactamase"
Escherichia coli;2015250030;Cefepime;29.3503686539;30.0671188209;30.3031656929;30.6801610646;";BSBL or other beta-lactamase"
Escherichia coli;2015250030;Cefoxitin;23.9450212369;24.5775698629;25.2197080756;25.7272069315;";BSBL or other beta-lactamase"
Escherichia coli;2015250030;Kanamycine;19.4096625967;20.688951254;21.11;21.72;";AG wild-type"
Escherichia coli;2015250030;Levofloxacin;27.6047146128;29.3076499579;30.6740893034;32.87;";QL low level resistance"
Escherichia coli;2015250030;Meropenem;30.782846505;31.080205967;31.5891855418;31.9629220883;";BSBL or other beta-lactamase"
Escherichia coli;2015250030;Minocyclin;14.9727075743;14.9609854137;14.2129361713;11.83;";tetB / tetM"
Escherichia coli;2015250030;Naladixic acid;24.1606935493;25.1929963775;17.13;15.52;";QL low level resistance"
Escherichia coli;2015250030;Norfloxacin;25.7372727206;27.5208265674;30.8808661212;32.63;";QL low level resistance"
Escherichia coli;2015250030;Sulfameth./Trimethoprim;6.4;6.4;6.4;6.4;";SXT multiple mechanisms"
Escherichia coli;2015250030;Tetracycline;6.4;6.4;6.4;6.4;";tetB / tetM"
Escherichia coli;2015250030;Tigecycline;18.8530100204;19.5037496232;20.7902434863;20.98;";TET wild-type"
Escherichia coli;2015250030;Tobramycin;18.3590072624;19.5154284002;20.05;20.24;";AG wild-type"
Escherichia coli;2015250030;Piperacillin/Tazobactam;23.3225979647;23.630438567;23.7454722237;23.83;";BSBL or other beta-lactamase"
Escherichia coli;2015250036;Amoxicillin clavulanate;19.5255079474;19.8454788775;20.1500792156;20.3510241867;";BSBL or other beta-lactamase"
Escherichia coli;2015250036;Ampicillin;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2015250036;Ciprofloxacin;6.5112;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2015250036;Gentamicin;18.2532675706;18.6669738373;19.5207502215;19.6300493931;";AG wild-type"
Escherichia coli;2015250036;Cefpodoxime;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2015250036;Ceftriaxone;12.7401213806;11.8802926376;10.002778494;9.9562657096;";BSBL or other beta-lactamase"
Escherichia coli;2015250036;Cefuroxime;6.4;6.4;6.4;6.4;";BSBL or other beta-lactamase"
Escherichia coli;2015250036;Cefepime;19.6253025412;19.3950520242;19.2856821112;19.2098278931;";BSBL or other beta-lactamase"
Escherichia coli;2015250036;Cefoxitin;21.6067821845;22.8755888021;23.6224568591;24.1886187719;";BSBL or other beta-lactamase"
Escherichia coli;2015250036;Kanamycine;18.2332508665;18.6769171813;19.3011567565;19.6071616925;";AG wild-type"
Escherichia coli;2015250036;Levofloxacin;10.5170847727;10.1919811832;8.1637064523;6.5112;";QL high level resistance"
Escherichia coli;2015250036;Meropenem;28.890525985;29.2526071486;30.1753966165;30.6035922826;";BSBL or other beta-lactamase"
Escherichia coli;2015250036;Minocyclin;22.1632128983;21.9443586932;21.2084453407;19.4547760141;";TET wild-type"
Escherichia coli;2015250036;Naladixic acid;6.4;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2015250036;Norfloxacin;6.4;6.4;6.4;6.4;";QL high level resistance"
Escherichia coli;2015250036;Sulfameth./Trimethoprim;6.4;6.4;6.4;6.4;";SXT multiple mechanisms"
Escherichia coli;2015250036;Tetracycline;10.0972853985;8.8122662367;6.4;6.4;";Efflux NOT tetB"
Escherichia coli;2015250036;Tigecycline;20.0455246534;20.6634510711;20.688899428;20.7726166419;";TET wild-type"
Escherichia coli;2015250036;Tobramycin;17.8249047728;18.2305872193;18.6704015322;18.9677458243;";AG wild-type"
Escherichia coli;2015250036;Piperacillin/Tazobactam;22.5986154029;23.0161447455;23.2210779362;23.2349937124;";BSBL or other beta-lactamase"
Escherichia coli;2015250043;Amoxicillin clavulanate;21.1026335577;21.4200202028;21.5148632353;21.8289396681;";BL wild-type"
Escherichia coli;2015250043;Ampicillin;19.6286647252;19.41;18.99;18.97;";BL wild-type"
Escherichia coli;2015250043;Ciprofloxacin;29.0110816002;31.5190548886;33.1505535154;34.1850897044;";QL wild-type"
Escherichia coli;2015250043;Gentamicin;18.676164839;19.3124501379;20.2600950549;19.5090070005;";AG wild-type"
Escherichia coli;2015250043;Cefpodoxime;24.2528911968;24.7767270085;24.9043307429;25.2256635678;";BL wild-type"
Escherichia coli;2015250043;Ceftriaxone;28.0834411636;28.9381127951;29.3224351417;30.0696363675;";BL wild-type"
Escherichia coli;2015250043;Cefuroxime;21.7487575505;22.37;22.46;22.98;";BL wild-type"
Escherichia coli;2015250043;Cefepime;29.2109275445;30.0406743817;30.2495727378;31.1762325405;";BL wild-type"
Escherichia coli;2015250043;Cefoxitin;22.6713399577;23.9429430951;24.8176891754;25.4547704017;";BL wild-type"
Escherichia coli;2015250043;Kanamycine;19.2919959451;19.6190189055;19.734288949;19.6258615477;";AG wild-type"
Escherichia coli;2015250043;Levofloxacin;25.5275833224;28.060743827;29.9544899086;31.243723898;";QL wild-type"
Escherichia coli;2015250043;Meropenem;29.7929595403;30.559995499;31.0682492922;32.3372436679;";BL wild-type"
Escherichia coli;2015250043;Minocyclin;23.6235012477;23.952570177;23.4249388336;23.2606023929;";TET wild-type"
Escherichia coli;2015250043;Naladixic acid;23.006338649;23.9750904005;25.1410788778;25.0338121709;";QL wild-type"
Escherichia coli;2015250043;Norfloxacin;24.8083909489;27.2267722376;30.0325718638;30.8888413461;";QL wild-type"
Escherichia coli;2015250043;Sulfameth./Trimethoprim;27.1206191278;23.1;22.82;22.15;";SXT wild-type"
