organism;checkin;antibiotic;diameter 6h;diameter 8h;diameter 12h;diameter 18h;phenotypes
Enterobacter cloacae;2014258606;Meropenem;29;30;30;31;";wild-type"
Enterobacter cloacae;2014258606;Minocyclin;18;17;17;16;";wild-type"
Enterobacter cloacae;2014258606;Naladixic acid;21;22;22;22;";wild-type"
Enterobacter cloacae;2014258606;Norfloxacin;25;25;26;27;";wild-type"
Enterobacter cloacae;2014258606;Sulfameth./Trimethoprim;26;26;27;27;";wild-type"
Enterobacter cloacae;2014258606;Tetracycline;23;22;22;21;";wild-type"
Enterobacter cloacae;2014258606;Temocillin;22;23;23;23;";wild-type"
Enterobacter cloacae;2014258606;Tobramycin;18;18;19;19;";wild-type"
Enterobacter cloacae;2014258606;Piperacillin/Tazobactam;21;22;22;22;";wild-type"
Enterobacter cloacae;2014258705;Ciprofloxacin;30;30;31;32;";wild-type"
Enterobacter cloacae;2014258705;Gentamicin;19;20;21;21;";wild-type"
Enterobacter cloacae;2014258705;Cefpodoxime;20;19;18;18;";AmpC hyperproduction"
Enterobacter cloacae;2014258705;Ceftriaxone;26;27;28;28;";AmpC hyperproduction"
Enterobacter cloacae;2014258705;Cefuroxime;19;20;18;18;";AmpC hyperproduction"
Enterobacter cloacae;2014258705;Cefepime;29;31;32;32;";AmpC hyperproduction"
Enterobacter cloacae;2014258705;Levofloxacin;28;29;29;31;";wild-type"
Enterobacter cloacae;2014258705;Meropenem;29;29;30;30;";AmpC hyperproduction"
Enterobacter cloacae;2014258705;Minocyclin;18;18;18;18;";wild-type"
Enterobacter cloacae;2014258705;Naladixic acid;22;23;23;21;";wild-type"
Enterobacter cloacae;2014258705;Norfloxacin;27;28;28;28;";wild-type"
Enterobacter cloacae;2014258705;Sulfameth./Trimethoprim;26;27;26;25;";wild-type"
Enterobacter cloacae;2014258705;Tetracycline;23;23;22;22;";wild-type"
Enterobacter cloacae;2014258705;Temocillin;24;25;25;23;";AmpC hyperproduction"
Enterobacter cloacae;2014258705;Tobramycin;18;18;19;19;";wild-type"
Enterobacter cloacae;2014258705;Piperacillin/Tazobactam;22;23;23;24;";AmpC hyperproduction"
Enterobacter cloacae;2014258849;Ciprofloxacin;28;30;31;31;";wild-type"
Enterobacter cloacae;2014258849;Gentamicin;19;19;20;20;";wild-type"
Enterobacter cloacae;2014258849;Cefpodoxime;19;20;20;20;";AmpC hyperproduction"
Enterobacter cloacae;2014258849;Ceftriaxone;25;25;26;26;";AmpC hyperproduction"
Enterobacter cloacae;2014258849;Cefuroxime;18;19;17;16;";AmpC hyperproduction"
Enterobacter cloacae;2014258849;Cefepime;28;29;29;29;";AmpC hyperproduction"
Enterobacter cloacae;2014258849;Levofloxacin;27;29;31;30;";wild-type"
Enterobacter cloacae;2014258849;Meropenem;29;29;30;30;";AmpC hyperproduction"
Enterobacter cloacae;2014258849;Minocyclin;19;19;19;19;";wild-type"
Enterobacter cloacae;2014258849;Naladixic acid;23;24;23;23;";wild-type"
Enterobacter cloacae;2014258849;Norfloxacin;26;27;28;28;";wild-type"
Enterobacter cloacae;2014258849;Sulfameth./Trimethoprim;27;28;28;27;";wild-type"
Enterobacter cloacae;2014258849;Tetracycline;24;24;24;23;";wild-type"
Enterobacter cloacae;2014258849;Temocillin;22;23;23;24;";AmpC hyperproduction"
Enterobacter cloacae;2014258849;Tobramycin;18;19;19;19;";wild-type"
Enterobacter cloacae;2014258849;Piperacillin/Tazobactam;22;22;23;23;";AmpC hyperproduction"
Enterobacter cloacae;2014258974;Ciprofloxacin;31;33;33;33;";wild-type"
Enterobacter cloacae;2014258974;Gentamicin;20;21;21;21;";wild-type"
Enterobacter cloacae;2014258974;Cefpodoxime;21;22;22;20;";AmpC hyperproduction"
Enterobacter cloacae;2014258974;Ceftriaxone;29;30;30;30;";AmpC hyperproduction"
Enterobacter cloacae;2014258974;Cefuroxime;20;20;21;21;";AmpC hyperproduction"
Enterobacter cloacae;2014258974;Cefepime;30;32;32;32;";AmpC hyperproduction"
Enterobacter cloacae;2014258974;Levofloxacin;29;31;31;32;";wild-type"
Enterobacter cloacae;2014258974;Meropenem;30;31;31;31;";AmpC hyperproduction"
Enterobacter cloacae;2014258974;Minocyclin;20;20;19;18;";wild-type"
Enterobacter cloacae;2014258974;Naladixic acid;23;24;24;22;";wild-type"
Enterobacter cloacae;2014258974;Norfloxacin;28;29;29;30;";wild-type"
Enterobacter cloacae;2014258974;Sulfameth./Trimethoprim;28;29;28;28;";wild-type"
Enterobacter cloacae;2014258974;Tetracycline;24;24;24;23;";wild-type"
Enterobacter cloacae;2014258974;Temocillin;23;24;25;25;";AmpC hyperproduction"
Enterobacter cloacae;2014258974;Tobramycin;20;21;21;21;";wild-type"
Enterobacter cloacae;2014258974;Piperacillin/Tazobactam;23;24;24;24;";AmpC hyperproduction"
Enterobacter cloacae;2014259197;Ciprofloxacin;28;29;30;35;";wild-type"
Enterobacter cloacae;2014259197;Gentamicin;19;20;21;21;";wild-type"
Enterobacter cloacae;2014259197;Cefpodoxime;18;16;14;13;";AmpC hyperproduction"
Enterobacter cloacae;2014259197;Ceftriaxone;25;26;27;25;";AmpC hyperproduction"
Enterobacter cloacae;2014259197;Cefuroxime;17;17;18;18;";AmpC hyperproduction"
Enterobacter cloacae;2014259197;Cefepime;28;30;31;31;";AmpC hyperproduction"
Enterobacter cloacae;2014259197;Levofloxacin;26;27;30;32;";wild-type"
Enterobacter cloacae;2014259197;Meropenem;28;30;32;32;";AmpC hyperproduction"
Enterobacter cloacae;2014259197;Minocyclin;20;20;19;19;";wild-type"
Enterobacter cloacae;2014259197;Naladixic acid;22;23;24;24;";wild-type"
Enterobacter cloacae;2014259197;Norfloxacin;26;26;25;28;";wild-type"
Enterobacter cloacae;2014259197;Sulfameth./Trimethoprim;6;6;6;6;";non-wild-type"
Enterobacter cloacae;2014259197;Tetracycline;23;23;22;22;";wild-type"
Enterobacter cloacae;2014259197;Tobramycin;19;20;20;20;";wild-type"
Enterobacter cloacae;2014259197;Piperacillin/Tazobactam;21;22;22;23;";AmpC hyperproduction"
Enterobacter cloacae;2014259368;Ciprofloxacin;31;31;32;32;";wild-type"
Enterobacter cloacae;2014259368;Gentamicin;19;20;21;21;";wild-type"
Enterobacter cloacae;2014259368;Cefpodoxime;20;22;20;20;";AmpC hyperproduction"
Enterobacter cloacae;2014259368;Ceftriaxone;26;28;29;30;";AmpC hyperproduction"
Enterobacter cloacae;2014259368;Cefuroxime;20;21;19;19;";AmpC hyperproduction"
Enterobacter cloacae;2014259368;Cefepime;30;32;33;33;";AmpC hyperproduction"
Enterobacter cloacae;2014259368;Levofloxacin;29;29;30;30;";wild-type"
Enterobacter cloacae;2014259368;Meropenem;30;31;31;32;";AmpC hyperproduction"
Enterobacter cloacae;2014259368;Minocyclin;20;20;19;18;";wild-type"
Enterobacter cloacae;2014259368;Naladixic acid;22;22;22;21;";wild-type"
Enterobacter cloacae;2014259368;Norfloxacin;29;29;29;30;";wild-type"
Enterobacter cloacae;2014259368;Sulfameth./Trimethoprim;27;28;27;26;";wild-type"
Enterobacter cloacae;2014259368;Tetracycline;24;24;23;23;";wild-type"
Enterobacter cloacae;2014259368;Tobramycin;18;19;19;19;";wild-type"
Enterobacter cloacae;2014259368;Piperacillin/Tazobactam;22;23;24;24;";AmpC hyperproduction"
Enterobacter cloacae;2014259413;Ciprofloxacin;30;30;30;31;";wild-type"
Enterobacter cloacae;2014259413;Gentamicin;19;20;20;20;";wild-type"
Enterobacter cloacae;2014259413;Cefpodoxime;21;21;19;17;";AmpC hyperproduction"
Enterobacter cloacae;2014259413;Ceftriaxone;27;28;28;28;";AmpC hyperproduction"
Enterobacter cloacae;2014259413;Cefuroxime;19;20;20;19;";AmpC hyperproduction"
Enterobacter cloacae;2014259413;Cefepime;30;31;32;32;";AmpC hyperproduction"
Enterobacter cloacae;2014259413;Levofloxacin;28;29;29;29;";wild-type"
Enterobacter cloacae;2014259413;Meropenem;29;30;31;31;";AmpC hyperproduction"
Enterobacter cloacae;2014259413;Minocyclin;20;19;19;18;";wild-type"
Enterobacter cloacae;2014259413;Naladixic acid;22;22;23;23;";wild-type"
Enterobacter cloacae;2014259413;Norfloxacin;27;28;28;28;";wild-type"
Enterobacter cloacae;2014259413;Sulfameth./Trimethoprim;27;27;27;26;";wild-type"
Enterobacter cloacae;2014259413;Tetracycline;23;23;22;22;";wild-type"
Enterobacter cloacae;2014259413;Temocillin;24;25;25;25;";AmpC hyperproduction"
Enterobacter cloacae;2014259413;Tobramycin;19;19;19;19;";wild-type"
Enterobacter cloacae;2014259413;Piperacillin/Tazobactam;22;22;22;22;";AmpC hyperproduction"
Enterobacter cloacae;2014259536;Ciprofloxacin;27;29;29;29;";wild-type"
Enterobacter cloacae;2014259536;Gentamicin;18;19;20;20;";wild-type"
Enterobacter cloacae;2014259536;Cefpodoxime;19;20;20;21;";AmpC hyperproduction"
Enterobacter cloacae;2014259536;Ceftriaxone;25;26;15;13;";AmpC hyperproduction"
Enterobacter cloacae;2014259536;Cefuroxime;18;19;19;19;";AmpC hyperproduction"
Enterobacter cloacae;2014259536;Cefepime;28;29;29;30;";AmpC hyperproduction"
Enterobacter cloacae;2014259536;Levofloxacin;26;28;29;28;";wild-type"
Enterobacter cloacae;2014259536;Meropenem;29;30;31;31;";AmpC hyperproduction"
Enterobacter cloacae;2014259536;Minocyclin;20;19;19;18;";wild-type"
Enterobacter cloacae;2014259536;Naladixic acid;21;23;23;23;";wild-type"
Enterobacter cloacae;2014259536;Norfloxacin;24;26;27;28;";wild-type"
Enterobacter cloacae;2014259536;Sulfameth./Trimethoprim;6;6;6;6;";non-wild-type"
Enterobacter cloacae;2014259536;Tetracycline;22;22;22;22;";wild-type"
Enterobacter cloacae;2014259536;Temocillin;23;23;24;24;";AmpC hyperproduction"
Enterobacter cloacae;2014259536;Tobramycin;18;19;19;19;";wild-type"
Enterobacter cloacae;2014259536;Piperacillin/Tazobactam;21;22;22;23;";AmpC hyperproduction"
Enterobacter cloacae;2014260052;Ciprofloxacin;29;30;30;32;";wild-type"
Enterobacter cloacae;2014260052;Gentamicin;19;19;20;20;";wild-type"
Enterobacter cloacae;2014260052;Cefpodoxime;20;21;22;21;";wild-type"
Enterobacter cloacae;2014260052;Ceftriaxone;26;27;28;28;";wild-type"
Enterobacter cloacae;2014260052;Cefuroxime;18;19;20;21;";wild-type"
Enterobacter cloacae;2014260052;Cefepime;29;29;30;31;";wild-type"
Enterobacter cloacae;2014260052;Levofloxacin;28;30;30;31;";wild-type"
Enterobacter cloacae;2014260052;Meropenem;30;31;32;32;";wild-type"
Enterobacter cloacae;2014260052;Minocyclin;21;19;18;18;";wild-type"
Enterobacter cloacae;2014260052;Naladixic acid;22;23;23;22;";wild-type"
Enterobacter cloacae;2014260052;Norfloxacin;27;27;28;28;";wild-type"
Enterobacter cloacae;2014260052;Sulfameth./Trimethoprim;26;27;26;25;";wild-type"
Enterobacter cloacae;2014260052;Tetracycline;24;24;23;22;";wild-type"
Enterobacter cloacae;2014260052;Temocillin;23;24;25;25;";wild-type"
Enterobacter cloacae;2014260052;Tobramycin;19;19;19;19;";wild-type"
Enterobacter cloacae;2014260052;Piperacillin/Tazobactam;22;23;23;24;";wild-type"
Enterobacter cloacae;2014260149;Ciprofloxacin;26;29;31;32;";low level resistance"
Enterobacter cloacae;2014260149;Gentamicin;18;19;20;19;";wild-type"
Enterobacter cloacae;2014260149;Cefpodoxime;19;21;21;15;";AmpC hyperproduction"
Enterobacter cloacae;2014260149;Ceftriaxone;25;27;28;28;";AmpC hyperproduction"
Enterobacter cloacae;2014260149;Cefuroxime;15;16;13;14;";AmpC hyperproduction"
Enterobacter cloacae;2014260149;Cefepime;27;29;30;30;";AmpC hyperproduction"
Enterobacter cloacae;2014260149;Levofloxacin;24;26;28;29;";low level resistance"
Enterobacter cloacae;2014260149;Meropenem;29;30;30;30;";AmpC hyperproduction"
Enterobacter cloacae;2014260149;Minocyclin;16;16;15;13;";wild-type"
Enterobacter cloacae;2014260149;Naladixic acid;17;18;18;17;";low level resistance"
Enterobacter cloacae;2014260149;Norfloxacin;23;25;28;28;";low level resistance"
Enterobacter cloacae;2014260149;Sulfameth./Trimethoprim;25;25;24;23;";wild-type"
Enterobacter cloacae;2014260149;Tetracycline;22;22;21;20;";wild-type"
Enterobacter cloacae;2014260149;Temocillin;22;23;24;24;";AmpC hyperproduction"
Enterobacter cloacae;2014260149;Tobramycin;18;18;19;19;";wild-type"
Enterobacter cloacae;2014260149;Piperacillin/Tazobactam;18;19;20;20;";AmpC hyperproduction"
Enterobacter cloacae;2014260233;Ciprofloxacin;28;30;30;32;";wild-type"
Enterobacter cloacae;2014260233;Gentamicin;19;20;21;21;";wild-type"
Enterobacter cloacae;2014260233;Cefpodoxime;20;21;22;22;";wild-type"
Enterobacter cloacae;2014260233;Ceftriaxone;26;27;28;28;";wild-type"
Enterobacter cloacae;2014260233;Cefuroxime;19;19;20;20;";wild-type"
Enterobacter cloacae;2014260233;Cefepime;28;30;31;31;";wild-type"
Enterobacter cloacae;2014260233;Levofloxacin;26;28;28;29;";wild-type"
Enterobacter cloacae;2014260233;Meropenem;29;29;29;29;";wild-type"
Enterobacter cloacae;2014260233;Minocyclin;19;19;18;18;";wild-type"
Enterobacter cloacae;2014260233;Naladixic acid;21;22;23;22;";wild-type"
Enterobacter cloacae;2014260233;Norfloxacin;25;26;27;27;";wild-type"
Enterobacter cloacae;2014260233;Sulfameth./Trimethoprim;26;27;27;27;";wild-type"
Enterobacter cloacae;2014260233;Tetracycline;23;23;23;22;";wild-type"
Enterobacter cloacae;2014260233;Temocillin;22;24;24;24;";wild-type"
Enterobacter cloacae;2014260233;Tobramycin;19;19;20;20;";wild-type"
Enterobacter cloacae;2014260233;Piperacillin/Tazobactam;21;22;23;23;";wild-type"
Enterobacter cloacae;2014260488;Ciprofloxacin;28;29;30;30;";wild-type"
Enterobacter cloacae;2014260488;Gentamicin;18;19;21;21;";wild-type"
Enterobacter cloacae;2014260488;Cefpodoxime;21;21;23;23;";wild-type"
Enterobacter cloacae;2014260488;Ceftriaxone;26;26;28;29;";wild-type"
Enterobacter cloacae;2014260488;Cefuroxime;17;18;19;20;";wild-type"
Enterobacter cloacae;2014260488;Cefepime;28;28;29;30;";wild-type"
Enterobacter cloacae;2014260488;Levofloxacin;26;27;27;27;";wild-type"
Enterobacter cloacae;2014260488;Meropenem;29;31;34;32;";wild-type"
Enterobacter cloacae;2014260488;Minocyclin;18;17;17;17;";wild-type"
Enterobacter cloacae;2014260488;Naladixic acid;21;22;22;23;";wild-type"
Enterobacter cloacae;2014260488;Norfloxacin;24;25;26;27;";wild-type"
Enterobacter cloacae;2014260488;Sulfameth./Trimethoprim;25;24;25;25;";wild-type"
Enterobacter cloacae;2014260488;Tetracycline;22;22;21;21;";wild-type"
Enterobacter cloacae;2014260488;Temocillin;22;23;26;26;";wild-type"
Enterobacter cloacae;2014260488;Tobramycin;19;19;19;19;";wild-type"
Enterobacter cloacae;2014260488;Piperacillin/Tazobactam;22;23;25;25;";wild-type"
Enterobacter cloacae;2014260583;Ciprofloxacin;27;28;28;29;";low level resistance"
Enterobacter cloacae;2014260583;Gentamicin;18;19;20;20;";wild-type"
Enterobacter cloacae;2014260583;Cefpodoxime;21;22;22;22;";wild-type"
Enterobacter cloacae;2014260583;Ceftriaxone;25;26;27;27;";wild-type"
Enterobacter cloacae;2014260583;Cefuroxime;19;20;20;20;";wild-type"
Enterobacter cloacae;2014260583;Cefepime;28;29;30;30;";wild-type"
Enterobacter cloacae;2014260583;Levofloxacin;25;26;26;27;";low level resistance"
Enterobacter cloacae;2014260583;Meropenem;29;29;29;29;";wild-type"
Enterobacter cloacae;2014260583;Minocyclin;20;19;18;18;";wild-type"
Enterobacter cloacae;2014260583;Naladixic acid;21;21;19;18;";low level resistance"
Enterobacter cloacae;2014260583;Norfloxacin;24;25;25;25;";low level resistance"
Enterobacter cloacae;2014260583;Sulfameth./Trimethoprim;26;26;25;25;";wild-type"
Enterobacter cloacae;2014260583;Tetracycline;23;23;23;22;";wild-type"
Enterobacter cloacae;2014260583;Temocillin;22;23;22;22;";wild-type"
Enterobacter cloacae;2014260583;Tobramycin;18;18;19;19;";wild-type"
Enterobacter cloacae;2014260583;Piperacillin/Tazobactam;22;22;23;23;";wild-type"
Enterobacter cloacae;2014260672;Ciprofloxacin;12;11;11;10;";high level resistance"
Enterobacter cloacae;2014260672;Gentamicin;19;19;20;20;";wild-type"
Enterobacter cloacae;2014260672;Cefpodoxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;2014260672;Ceftriaxone;17;16;11;9;";AmpC hyperproduction"
Enterobacter cloacae;2014260672;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;2014260672;Cefepime;23;25;24;24;";AmpC hyperproduction"
Enterobacter cloacae;2014260672;Levofloxacin;15;15;15;15;";high level resistance"
Enterobacter cloacae;2014260672;Meropenem;27;29;29;29;";AmpC hyperproduction"
Enterobacter cloacae;2014260672;Minocyclin;16;14;13;11;";wild-type"
Enterobacter cloacae;2014260672;Naladixic acid;12;12;11;6;";high level resistance"
Enterobacter cloacae;2014260672;Norfloxacin;10;10;10;9;";high level resistance"
Enterobacter cloacae;2014260672;Sulfameth./Trimethoprim;20;19;17;16;";wild-type"
Enterobacter cloacae;2014260672;Tetracycline;19;18;18;16;";wild-type"
Enterobacter cloacae;2014260672;Temocillin;19;19;15;13;";AmpC hyperproduction"
Enterobacter cloacae;2014260672;Tobramycin;13;13;13;12;";ANT(4')/AAC(6')-Ib"
Enterobacter cloacae;2014260672;Piperacillin/Tazobactam;17;17;15;12;";AmpC hyperproduction"
Enterobacter cloacae;2014260850;Ciprofloxacin;29;32;34;34;";wild-type"
Enterobacter cloacae;2014260850;Gentamicin;19;20;20;21;";wild-type"
Enterobacter cloacae;2014260850;Cefpodoxime;21;22;21;20;";AmpC hyperproduction"
Enterobacter cloacae;2014260850;Ceftriaxone;26;26;26;26;";AmpC hyperproduction"
Enterobacter cloacae;2014260850;Cefuroxime;19;20;20;18;";AmpC hyperproduction"
Enterobacter cloacae;2014260850;Cefepime;29;30;31;31;";AmpC hyperproduction"
Enterobacter cloacae;2014260850;Levofloxacin;27;29;31;31;";wild-type"
Enterobacter cloacae;2014260850;Meropenem;29;29;30;29;";AmpC hyperproduction"
Enterobacter cloacae;2014260850;Minocyclin;20;19;18;17;";wild-type"
Enterobacter cloacae;2014260850;Naladixic acid;21;22;22;22;";wild-type"
Enterobacter cloacae;2014260850;Norfloxacin;27;28;31;32;";wild-type"
Enterobacter cloacae;2014260850;Sulfameth./Trimethoprim;29;30;29;28;";wild-type"
Enterobacter cloacae;2014260850;Tetracycline;23;22;22;21;";wild-type"
Enterobacter cloacae;2014260850;Temocillin;21;22;22;22;";AmpC hyperproduction"
Enterobacter cloacae;2014260850;Tobramycin;18;19;19;19;";wild-type"
Enterobacter cloacae;2014260850;Piperacillin/Tazobactam;22;22;23;23;";AmpC hyperproduction"
Enterobacter cloacae;2014260914;Ciprofloxacin;31;33;32;33;";wild-type"
Enterobacter cloacae;2014260914;Gentamicin;20;21;21;21;";wild-type"
Enterobacter cloacae;2014260914;Cefpodoxime;22;23;24;23;";wild-type"
Enterobacter cloacae;2014260914;Ceftriaxone;28;29;31;30;";wild-type"
Enterobacter cloacae;2014260914;Cefuroxime;20;22;20;20;";wild-type"
Enterobacter cloacae;2014260914;Cefepime;30;32;33;33;";wild-type"
Enterobacter cloacae;2014260914;Levofloxacin;29;31;30;31;";wild-type"
Enterobacter cloacae;2014260914;Meropenem;29;30;30;30;";wild-type"
Enterobacter cloacae;2014260914;Minocyclin;20;19;19;18;";wild-type"
Enterobacter cloacae;2014260914;Naladixic acid;22;24;24;23;";wild-type"
Enterobacter cloacae;2014260914;Norfloxacin;28;31;30;30;";wild-type"
Enterobacter cloacae;2014260914;Sulfameth./Trimethoprim;27;27;27;26;";wild-type"
Enterobacter cloacae;2014260914;Tetracycline;24;24;23;23;";wild-type"
Enterobacter cloacae;2014260914;Temocillin;24;25;26;26;";wild-type"
Enterobacter cloacae;2014260914;Tobramycin;20;20;20;20;";wild-type"
Enterobacter cloacae;2014260914;Piperacillin/Tazobactam;23;24;24;25;";wild-type"
Enterobacter cloacae;2014261163;Ciprofloxacin;30;32;32;32;";wild-type"
Enterobacter cloacae;2014261163;Gentamicin;19;20;21;21;";wild-type"
Enterobacter cloacae;2014261163;Cefpodoxime;21;22;21;20;";AmpC hyperproduction"
Enterobacter cloacae;2014261163;Ceftriaxone;26;28;26;28;";AmpC hyperproduction"
Enterobacter cloacae;2014261163;Cefuroxime;20;20;19;19;";AmpC hyperproduction"
Enterobacter cloacae;2014261163;Cefepime;28;30;32;32;";AmpC hyperproduction"
Enterobacter cloacae;2014261163;Levofloxacin;28;30;30;30;";wild-type"
Enterobacter cloacae;2014261163;Meropenem;29;30;30;30;";AmpC hyperproduction"
Enterobacter cloacae;2014261163;Minocyclin;20;19;18;17;";wild-type"
Enterobacter cloacae;2014261163;Naladixic acid;22;23;23;22;";wild-type"
Enterobacter cloacae;2014261163;Norfloxacin;27;28;28;29;";wild-type"
Enterobacter cloacae;2014261163;Sulfameth./Trimethoprim;30;31;30;29;";wild-type"
Enterobacter cloacae;2014261163;Tetracycline;23;23;23;22;";wild-type"
Enterobacter cloacae;2014261163;Temocillin;21;22;23;23;";AmpC hyperproduction"
Enterobacter cloacae;2014261163;Tobramycin;19;19;20;20;";wild-type"
Enterobacter cloacae;2014261163;Piperacillin/Tazobactam;22;23;23;24;";AmpC hyperproduction"
Enterobacter cloacae;2014261272;Ciprofloxacin;29;30;32;31;";wild-type"
Enterobacter cloacae;2014261272;Gentamicin;17;18;19;19;";wild-type"
Enterobacter cloacae;2014261272;Cefpodoxime;20;21;22;22;";wild-type"
Enterobacter cloacae;2014261272;Ceftriaxone;24;26;27;27;";wild-type"
Enterobacter cloacae;2014261272;Cefuroxime;19;20;20;20;";wild-type"
Enterobacter cloacae;2014261272;Cefepime;27;29;29;29;";wild-type"
Enterobacter cloacae;2014261272;Levofloxacin;27;29;30;30;";wild-type"
Enterobacter cloacae;2014261272;Meropenem;28;28;28;29;";wild-type"
Enterobacter cloacae;2014261272;Minocyclin;19;18;18;18;";wild-type"
Enterobacter cloacae;2014261272;Naladixic acid;22;23;22;22;";wild-type"
Enterobacter cloacae;2014261272;Norfloxacin;26;27;29;28;";wild-type"
Enterobacter cloacae;2014261272;Sulfameth./Trimethoprim;26;27;27;27;";wild-type"
Enterobacter cloacae;2014261272;Tetracycline;23;22;22;22;";wild-type"
Enterobacter cloacae;2014261272;Temocillin;22;23;24;24;";wild-type"
Enterobacter cloacae;2014261272;Tobramycin;17;18;18;18;";wild-type"
Enterobacter cloacae;2014261272;Piperacillin/Tazobactam;21;22;22;22;";wild-type"
Enterobacter cloacae;2014261882;Ciprofloxacin;27;27;28;30;";wild-type"
Enterobacter cloacae;2014261882;Gentamicin;18;19;20;20;";wild-type"
Enterobacter cloacae;2014261882;Cefpodoxime;20;15;15;15;";AmpC hyperproduction"
Enterobacter cloacae;2014261882;Ceftriaxone;25;23;23;23;";AmpC hyperproduction"
Enterobacter cloacae;2014261882;Cefuroxime;18;19;20;20;";AmpC hyperproduction"
Enterobacter cloacae;2014261882;Cefepime;27;29;29;29;";AmpC hyperproduction"
Enterobacter cloacae;2014261882;Levofloxacin;26;26;27;29;";wild-type"
Enterobacter cloacae;2014261882;Meropenem;27;27;27;27;";AmpC hyperproduction"
Enterobacter cloacae;2014261882;Minocyclin;18;18;15;14;";wild-type"
Enterobacter cloacae;2014261882;Naladixic acid;20;20;21;21;";wild-type"
Enterobacter cloacae;2014261882;Norfloxacin;24;25;25;26;";wild-type"
Enterobacter cloacae;2014261882;Sulfameth./Trimethoprim;24;24;23;23;";wild-type"
Enterobacter cloacae;2014261882;Tetracycline;22;22;21;21;";wild-type"
Enterobacter cloacae;2014261882;Temocillin;21;22;22;22;";AmpC hyperproduction"
Enterobacter cloacae;2014261882;Tobramycin;17;18;18;18;";wild-type"
Enterobacter cloacae;2014261882;Piperacillin/Tazobactam;21;22;22;23;";AmpC hyperproduction"
Enterobacter cloacae;2014262015;Ciprofloxacin;28;29;30;30;";wild-type"
Enterobacter cloacae;2014262015;Gentamicin;19;19;20;21;";wild-type"
Enterobacter cloacae;2014262015;Cefpodoxime;21;22;23;23;";wild-type"
Enterobacter cloacae;2014262015;Ceftriaxone;26;28;26;26;";wild-type"
Enterobacter cloacae;2014262015;Cefuroxime;20;21;21;21;";wild-type"
Enterobacter cloacae;2014262015;Cefepime;30;31;32;32;";wild-type"
Enterobacter cloacae;2014262015;Levofloxacin;26;27;27;27;";wild-type"
Enterobacter cloacae;2014262015;Meropenem;30;31;31;31;";wild-type"
Enterobacter cloacae;2014262015;Minocyclin;20;19;18;18;";wild-type"
Enterobacter cloacae;2014262015;Naladixic acid;22;22;22;23;";wild-type"
Enterobacter cloacae;2014262015;Norfloxacin;25;26;26;27;";wild-type"
Enterobacter cloacae;2014262015;Sulfameth./Trimethoprim;26;27;27;27;";wild-type"
Enterobacter cloacae;2014262015;Tetracycline;24;24;23;23;";wild-type"
Enterobacter cloacae;2014262015;Temocillin;23;24;25;25;";wild-type"
Enterobacter cloacae;2014262015;Tobramycin;19;19;20;20;";wild-type"
Enterobacter cloacae;2014262015;Piperacillin/Tazobactam;23;24;24;24;";wild-type"
Enterobacter cloacae;2014262258;Ciprofloxacin;23;24;24;24;";low level resistance"
Enterobacter cloacae;2014262258;Gentamicin;18;18;19;19;";wild-type"
Enterobacter cloacae;2014262258;Cefpodoxime;14;15;15;14;";AmpC hyperproduction"
Enterobacter cloacae;2014262258;Ceftriaxone;23;24;25;25;";AmpC hyperproduction"
Enterobacter cloacae;2014262258;Cefuroxime;6;6;6;6;";AmpC hyperproduction"
Enterobacter cloacae;2014262258;Cefepime;24;26;26;26;";AmpC hyperproduction"
Enterobacter cloacae;2014262258;Levofloxacin;21;22;22;22;";low level resistance"
Enterobacter cloacae;2014262258;Meropenem;30;31;31;32;";AmpC hyperproduction"
Enterobacter cloacae;2014262258;Minocyclin;13;12;9;6;";RND pump"
Enterobacter cloacae;2014262258;Naladixic acid;15;16;15;13;";low level resistance"
Enterobacter cloacae;2014262258;Norfloxacin;19;20;20;21;";low level resistance"
Enterobacter cloacae;2014262258;Sulfameth./Trimethoprim;19;18;16;15;";non-wild-type"
Enterobacter cloacae;2014262258;Tetracycline;17;17;16;14;";RND pump"
Enterobacter cloacae;2014262258;Temocillin;16;17;17;13;";AmpC hyperproduction"
Enterobacter cloacae;2014262258;Tobramycin;18;18;19;19;";wild-type"
Enterobacter cloacae;2014262258;Piperacillin/Tazobactam;16;16;16;16;";AmpC hyperproduction"
Enterobacter cloacae;2014262572;Ciprofloxacin;29;30;31;31;";wild-type"
Enterobacter cloacae;2014262572;Gentamicin;19;20;20;21;";wild-type"
Enterobacter cloacae;2014262572;Cefpodoxime;23;22;22;22;";wild-type"
Enterobacter cloacae;2014262572;Ceftriaxone;27;30;29;30;";wild-type"
Enterobacter cloacae;2014262572;Cefuroxime;21;22;21;20;";wild-type"
Enterobacter cloacae;2014262572;Cefepime;29;31;32;32;";wild-type"
Enterobacter cloacae;2014262572;Levofloxacin;27;29;29;30;";wild-type"
Enterobacter cloacae;2014262572;Meropenem;29;29;30;30;";wild-type"
Enterobacter cloacae;2014262572;Minocyclin;22;21;19;18;";wild-type"
Enterobacter cloacae;2014262572;Naladixic acid;21;22;23;23;";wild-type"
Enterobacter cloacae;2014262572;Norfloxacin;26;27;28;28;";wild-type"
Enterobacter cloacae;2014262572;Sulfameth./Trimethoprim;27;27;26;25;";wild-type"
